govDistrict,admDistrict,districtType,town,plz,retailer
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97421,Norma
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97422,Norma
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97424,Norma
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97421,Rewe
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97422,Rewe
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97421,Tegut
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97421,Tegut
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97422,Tegut
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97424,Tegut
Unterfranken,Schweinfurt,Stadt,Schweinfurt,97424,Keine
Unterfranken,Würzburg,Stadt,Würzburg,97070,Aldi
Unterfranken,Würzburg,Stadt,Würzburg,97076,Aldi
Unterfranken,Würzburg,Stadt,Würzburg,97080,Aldi
Unterfranken,Würzburg,Stadt,Würzburg,97082,Aldi
Unterfranken,Würzburg,Stadt,Würzburg,97084,Aldi
Unterfranken,Würzburg,Stadt,Würzburg,97070,Dennree
Unterfranken,Würzburg,Stadt,Würzburg,97070,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97072,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97076,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97080,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97082,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97082,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97084,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97084,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97070,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97072,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97072,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97074,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97078,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97084,Edeka
Unterfranken,Würzburg,Stadt,Würzburg,97076,Lidl
Unterfranken,Würzburg,Stadt,Würzburg,97078,Lidl
Unterfranken,Würzburg,Stadt,Würzburg,97080,Lidl
Unterfranken,Würzburg,Stadt,Würzburg,97082,Lidl
Unterfranken,Würzburg,Stadt,Würzburg,97082,Lidl
Unterfranken,Würzburg,Stadt,Würzburg,97084,Lidl
Unterfranken,Würzburg,Stadt,Würzburg,97084,Lidl
Unterfranken,Würzburg,Stadt,Würzburg,97076,Mix Markt
Unterfranken,Würzburg,Stadt,Würzburg,97076,Netto
Unterfranken,Würzburg,Stadt,Würzburg,97084,Netto
Unterfranken,Würzburg,Stadt,Würzburg,97070,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97072,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97072,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97076,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97078,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97080,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97082,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97084,Norma
Unterfranken,Würzburg,Stadt,Würzburg,97070,Penny
Unterfranken,Würzburg,Stadt,Würzburg,97076,Penny
Unterfranken,Würzburg,Stadt,Würzburg,97076,Real
Unterfranken,Würzburg,Stadt,Würzburg,97076,Real
Unterfranken,Würzburg,Stadt,Würzburg,97080,Rewe
Unterfranken,Würzburg,Stadt,Würzburg,97082,Rewe
Unterfranken,Würzburg,Stadt,Würzburg,97072,Tegut
Unterfranken,Würzburg,Stadt,Würzburg,97074,Tegut
Unterfranken,Würzburg,Stadt,Würzburg,97080,Tegut
Unterfranken,Würzburg,Stadt,Würzburg,97082,Tegut
Unterfranken,Würzburg,Stadt,Würzburg,97084,Tegut
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Aldi
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Aldi
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Edeka
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Edeka
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,LHG Eibelstadt
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Lidl
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Lidl
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Rewe
Unterfranken,Aschaffenburg,Landkreis,Alzenau,63755,Rewe
Unterfranken,Aschaffenburg,Landkreis,Bessenbach,63856,Aldi
Unterfranken,Aschaffenburg,Landkreis,Bessenbach,63856,Rewe
Unterfranken,Aschaffenburg,Landkreis,Karlstein,63791,Edeka
Unterfranken,Aschaffenburg,Landkreis,Karlstein,63791,Norma
Unterfranken,Aschaffenburg,Landkreis,Geiselbach,63826,LHG Eibelstadt
Unterfranken,Aschaffenburg,Landkreis,Glattbach,63864,Rewe
Unterfranken,Aschaffenburg,Landkreis,Goldbach,63773,Aldi
Unterfranken,Aschaffenburg,Landkreis,Goldbach,63773,Edeka
Unterfranken,Aschaffenburg,Landkreis,Goldbach,63773,Lidl
Unterfranken,Aschaffenburg,Landkreis,Goldbach,63773,Penny
Unterfranken,Aschaffenburg,Landkreis,Goldbach,63773,Rewe
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Keine
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Aldi
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Edeka
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Edeka
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Lidl
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Netto
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Norma
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Rewe
Unterfranken,Aschaffenburg,Landkreis,Großostheim,63762,Tegut
Unterfranken,Aschaffenburg,Landkreis,Haibach,63808,Edeka
Unterfranken,Aschaffenburg,Landkreis,Haibach,63808,Lidl
Unterfranken,Aschaffenburg,Landkreis,Haibach,63808,Rewe
Unterfranken,Aschaffenburg,Landkreis,Heigenbrücken,63869,Edeka
Unterfranken,Aschaffenburg,Landkreis,Hösbach,63768,Edeka
Unterfranken,Aschaffenburg,Landkreis,Hösbach,63768,Edeka
Unterfranken,Aschaffenburg,Landkreis,Hösbach,63768,Lidl
Unterfranken,Aschaffenburg,Landkreis,Hösbach,63768,Norma
Unterfranken,Aschaffenburg,Landkreis,Hösbach,63768,Penny
Unterfranken,Aschaffenburg,Landkreis,Kahl,63796,Netto
Unterfranken,Aschaffenburg,Landkreis,Kahl,63796,Rewe
Unterfranken,Aschaffenburg,Landkreis,Kleinostheim,63801,Edeka
Unterfranken,Aschaffenburg,Landkreis,Kleinostheim,63801,Penny
Unterfranken,Aschaffenburg,Landkreis,Kleinostheim,63801,Rewe
Unterfranken,Aschaffenburg,Landkreis,Kleinostheim,63801,Rewe
Unterfranken,Aschaffenburg,Landkreis,Laufach,63846,Edeka
Unterfranken,Aschaffenburg,Landkreis,Laufach,63846,Tegut
Unterfranken,Aschaffenburg,Landkreis,Mainaschaff,63814,Aldi
Unterfranken,Aschaffenburg,Landkreis,Mainaschaff,63814,Edeka
Unterfranken,Aschaffenburg,Landkreis,Mainaschaff,63814,Lidl
Unterfranken,Aschaffenburg,Landkreis,Mainaschaff,63814,Netto
Unterfranken,Aschaffenburg,Landkreis,Mainaschaff,63814,Penny
Unterfranken,Aschaffenburg,Landkreis,Mespelbrunn,63875,Rewe
Unterfranken,Aschaffenburg,Landkreis,Mömbris,63776,Keine
Unterfranken,Aschaffenburg,Landkreis,Mömbris,63776,Edeka
Unterfranken,Aschaffenburg,Landkreis,Mömbris,63776,LHG Eibelstadt
Unterfranken,Aschaffenburg,Landkreis,Mömbris,63776,Netto
Unterfranken,Aschaffenburg,Landkreis,Mömbris,63776,Rewe
Unterfranken,Aschaffenburg,Landkreis,Rothenbuch,63860,Edeka
Unterfranken,Aschaffenburg,Landkreis,Schöllkrippen,63825,Aldi
Unterfranken,Aschaffenburg,Landkreis,Schöllkrippen,63825,Edeka
Unterfranken,Aschaffenburg,Landkreis,Schöllkrippen,63825,Lidl
Unterfranken,Aschaffenburg,Landkreis,Schöllkrippen,63825,Penny
Unterfranken,Aschaffenburg,Landkreis,Schöllkrippen,63825,Rewe
Unterfranken,Aschaffenburg,Landkreis,Stockstadt,63811,Aldi
Unterfranken,Aschaffenburg,Landkreis,Stockstadt,63811,Globus
Unterfranken,Aschaffenburg,Landkreis,Stockstadt,63811,Lidl
Unterfranken,Aschaffenburg,Landkreis,Stockstadt,63811,Norma
Unterfranken,Aschaffenburg,Landkreis,Stockstadt,63811,Rewe
Unterfranken,Aschaffenburg,Landkreis,Stockstadt,63811,Tegut
Unterfranken,Aschaffenburg,Landkreis,Waldaschaff,63857,Edeka
Unterfranken,Aschaffenburg,Landkreis,Waldaschaff,63857,Edeka
Unterfranken,Aschaffenburg,Landkreis,Dammbach,63874,Edeka
Unterfranken,Bad Kissingen,Landkreis,Bad Bocklet,97708,Graf
Unterfranken,Bad Kissingen,Landkreis,Bad Bocklet,97708,Netto
Unterfranken,Bad Kissingen,Landkreis,Bad Bocklet,97708,Penny
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,Aldi
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,Edeka
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,LHG Eibelstadt
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,Lidl
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,Netto
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,Rewe
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,Tegut
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,97769,Tegut
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Aldi
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Aldi
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Edeka
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Edeka
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Kaufland
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Lidl
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Netto
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Norma
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Norma
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,97688,Tegut
Unterfranken,Bad Kissingen,Landkreis,Burkardroth,97705,Edeka
Unterfranken,Bad Kissingen,Landkreis,Burkardroth,97705,Norma
Unterfranken,Bad Kissingen,Landkreis,Euerdorf,97717,Edeka
Unterfranken,Bad Kissingen,Landkreis,Euerdorf,97717,Rewe
Unterfranken,Bad Kissingen,Landkreis,Fuchsstadt,97727,Edeka
Unterfranken,Bad Kissingen,Landkreis,Geroda,97779,Edeka
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,Aldi
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,Edeka
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,Edeka
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,LHG Eibelstadt
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,LHG Eibelstadt
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,Lidl
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,Netto
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,Norma
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,97762,Rewe
Unterfranken,Bad Kissingen,Landkreis,Maßbach,97711,Norma
Unterfranken,Bad Kissingen,Landkreis,Maßbach,97711,Rewe
Unterfranken,Bad Kissingen,Landkreis,Münnerstadt,97702,Edeka
Unterfranken,Bad Kissingen,Landkreis,Münnerstadt,97702,Edeka
Unterfranken,Bad Kissingen,Landkreis,Münnerstadt,97702,Netto
Unterfranken,Bad Kissingen,Landkreis,Nüdlingen,97720,Tegut
Unterfranken,Bad Kissingen,Landkreis,Oberthulba,97723,Edeka
Unterfranken,Bad Kissingen,Landkreis,Oberthulba,97723,Edeka
Unterfranken,Bad Kissingen,Landkreis,Oberthulba,97723,Netto
Unterfranken,Bad Kissingen,Landkreis,Oerlenbach,97714,Edeka
Unterfranken,Bad Kissingen,Landkreis,Riedenberg,97792,LHG Eibelstadt
Unterfranken,Bad Kissingen,Landkreis,Wartmannsroth,97797,Edeka
Unterfranken,Bad Kissingen,Landkreis,Wartmannsroth,97797,LHG Eibelstadt
Unterfranken,Bad Kissingen,Landkreis,Wildflecken,97772,LHG Eibelstadt
Unterfranken,Bad Kissingen,Landkreis,Wildflecken,97772,Rewe
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Aldi
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Aldi
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Graf
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Lidl
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Netto
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Norma
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Tegut
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt,97616,Tegut
Unterfranken,Rhön-Grabfeld,Landkreis,Bastheim,97654,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Bischofsheim,97653,Aldi
Unterfranken,Rhön-Grabfeld,Landkreis,Bischofsheim,97653,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Bischofsheim,97653,Rewe
Unterfranken,Rhön-Grabfeld,Landkreis,Fladungen,97650,Rewe
Unterfranken,Rhön-Grabfeld,Landkreis,Hohenroth,97618,Tegut
Unterfranken,Rhön-Grabfeld,Landkreis,Hollstadt,97618,Graf
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Königshofen,97631,Aldi
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Königshofen,97631,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Königshofen,97631,Netto
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Königshofen,97631,Netto
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Königshofen,97631,Norma
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Königshofen,97631,Tegut
Unterfranken,Rhön-Grabfeld,Landkreis,Mellrichstadt,97638,Aldi
Unterfranken,Rhön-Grabfeld,Landkreis,Mellrichstadt,97638,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Mellrichstadt,97638,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Mellrichstadt,97638,Lidl
Unterfranken,Rhön-Grabfeld,Landkreis,Mellrichstadt,97638,Netto
Unterfranken,Rhön-Grabfeld,Landkreis,Nordheim,97647,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Oberelsbach,97656,Graf
Unterfranken,Rhön-Grabfeld,Landkreis,Oberelsbach,97656,Tegut
Unterfranken,Rhön-Grabfeld,Landkreis,Ostheim,97645,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Ostheim,97645,Netto
Unterfranken,Rhön-Grabfeld,Landkreis,Saal,97633,Graf
Unterfranken,Rhön-Grabfeld,Landkreis,Saal,97633,Tegut
Unterfranken,Rhön-Grabfeld,Landkreis,Salz,97616,Tegut
Unterfranken,Rhön-Grabfeld,Landkreis,Sandberg,97657,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Sandberg,97657,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Schönau,97659,Graf
Unterfranken,Rhön-Grabfeld,Landkreis,Sondheim,97647,Keine
Unterfranken,Rhön-Grabfeld,Landkreis,Sulzfeld,97633,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Trappstadt,97633,LHG Eibelstadt
Unterfranken,Rhön-Grabfeld,Landkreis,Unsleben,97618,Keine
Unterfranken,Rhön-Grabfeld,Landkreis,Willmars,97647,Keine
Unterfranken,Rhön-Grabfeld,Landkreis,Wollbach,97618,Edeka
Unterfranken,Rhön-Grabfeld,Landkreis,Wülfershausen,97618,Graf
Unterfranken,Rhön-Grabfeld,Landkreis,Burglauer,97724,Edeka
Unterfranken,Haßberge,Landkreis,Aidhausen,97491,Edeka
Unterfranken,Haßberge,Landkreis,Breitbrunn,96151,Edeka
Unterfranken,Haßberge,Landkreis,Burgpreppach,97496,Edeka
Unterfranken,Haßberge,Landkreis,Ebelsbach,97500,Aldi
Unterfranken,Haßberge,Landkreis,Ebelsbach,97500,Netto
Unterfranken,Haßberge,Landkreis,Ebelsbach,97500,Norma
Unterfranken,Haßberge,Landkreis,Ebelsbach,97500,Rewe
Unterfranken,Haßberge,Landkreis,Ebern,96106,Aldi
Unterfranken,Haßberge,Landkreis,Ebern,96106,Edeka
Unterfranken,Haßberge,Landkreis,Ebern,96106,Edeka
Unterfranken,Haßberge,Landkreis,Ebern,96106,Lidl
Unterfranken,Haßberge,Landkreis,Ebern,96106,Norma
Unterfranken,Haßberge,Landkreis,Ebern,96106,Rewe
Unterfranken,Haßberge,Landkreis,Eltmann,97483,Edeka
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Aldi
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Edeka
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Edeka
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Edeka
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Lidl
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Netto
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Norma
Unterfranken,Haßberge,Landkreis,Haßfurt,97437,Rewe
Unterfranken,Haßberge,Landkreis,Hofheim,97461,Aldi
Unterfranken,Haßberge,Landkreis,Hofheim,97461,Edeka
Unterfranken,Haßberge,Landkreis,Hofheim,97461,LHG Eibelstadt
Unterfranken,Haßberge,Landkreis,Hofheim,97461,Netto
Unterfranken,Haßberge,Landkreis,Hofheim,97461,Norma
Unterfranken,Haßberge,Landkreis,Hofheim,97461,Rewe
Unterfranken,Haßberge,Landkreis,Oberaurach,97514,Edeka
Unterfranken,Haßberge,Landkreis,Kirchlauter,96166,LHG Eibelstadt
Unterfranken,Haßberge,Landkreis,Knetzgau,97478,Edeka
Unterfranken,Haßberge,Landkreis,Knetzgau,97478,Netto
Unterfranken,Haßberge,Landkreis,Königsberg,97486,Edeka
Unterfranken,Haßberge,Landkreis,Maroldsweisach,96126,Edeka
Unterfranken,Haßberge,Landkreis,Maroldsweisach,96126,Edeka
Unterfranken,Haßberge,Landkreis,Maroldsweisach,96126,Edeka
Unterfranken,Haßberge,Landkreis,Theres,97531,Edeka
Unterfranken,Haßberge,Landkreis,Rauhenebrach,96181,Edeka
Unterfranken,Haßberge,Landkreis,Sand,97522,Edeka
Unterfranken,Haßberge,Landkreis,Sand,97522,Rewe
Unterfranken,Haßberge,Landkreis,Untermerzbach,96190,Edeka
Unterfranken,Haßberge,Landkreis,Zeil,97475,Edeka
Unterfranken,Haßberge,Landkreis,Zeil,97475,Lidl
Unterfranken,Haßberge,Landkreis,Zeil,97475,Norma
Unterfranken,Haßberge,Landkreis,Ermershausen,96126,Edeka
Unterfranken,Kitzingen,Landkreis,Albertshofen,97320,Edeka
Unterfranken,Kitzingen,Landkreis,Castell,97355,LHG Eibelstadt
Unterfranken,Kitzingen,Landkreis,Dettelbach,97337,Edeka
Unterfranken,Kitzingen,Landkreis,Dettelbach,97337,Lidl
Unterfranken,Kitzingen,Landkreis,Dettelbach,97337,Netto
Unterfranken,Kitzingen,Landkreis,Geiselwind,96160,LHG Eibelstadt
Unterfranken,Kitzingen,Landkreis,Iphofen,97346,Edeka
Unterfranken,Kitzingen,Landkreis,Iphofen,97346,Edeka
Unterfranken,Kitzingen,Landkreis,Iphofen,97346,Penny
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Aldi
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Aldi
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Edeka
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Edeka
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Kaufland
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Lidl
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Netto
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Netto
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Norma
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Norma
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Rewe
Unterfranken,Kitzingen,Landkreis,Kitzingen,97318,Rewe
Unterfranken,Kitzingen,Landkreis,Mainbernheim,97350,Edeka
Unterfranken,Kitzingen,Landkreis,Marktbreit,97340,Rewe
Unterfranken,Kitzingen,Landkreis,Markt Einersheim,97348,Rewe
Unterfranken,Kitzingen,Landkreis,Marktsteft,97342,Norma
Unterfranken,Kitzingen,Landkreis,Nordheim,97334,LHG Eibelstadt
Unterfranken,Kitzingen,Landkreis,Obernbreit,97342,Edeka
Unterfranken,Kitzingen,Landkreis,Rödelsee,97348,LHG Eibelstadt
Unterfranken,Kitzingen,Landkreis,Schwarzach,97359,Edeka
Unterfranken,Kitzingen,Landkreis,Schwarzach,97359,Rewe
Unterfranken,Kitzingen,Landkreis,Volkach,97332,Keine
Unterfranken,Kitzingen,Landkreis,Volkach,97332,Aldi
Unterfranken,Kitzingen,Landkreis,Volkach,97332,Edeka
Unterfranken,Kitzingen,Landkreis,Volkach,97332,Edeka
Unterfranken,Kitzingen,Landkreis,Volkach,97332,Norma
Unterfranken,Kitzingen,Landkreis,Volkach,97332,Penny
Unterfranken,Kitzingen,Landkreis,Volkach,97332,Rewe
Unterfranken,Kitzingen,Landkreis,Wiesenbronn,97355,Rewe
Unterfranken,Kitzingen,Landkreis,Wiesentheid,97353,Edeka
Unterfranken,Kitzingen,Landkreis,Wiesentheid,97353,Lidl
Unterfranken,Kitzingen,Landkreis,Wiesentheid,97353,Norma
Unterfranken,Kitzingen,Landkreis,Wiesentheid,97353,Rewe
Unterfranken,Miltenberg,Landkreis,Amorbach,63916,Edeka
Unterfranken,Miltenberg,Landkreis,Amorbach,63916,Lidl
Unterfranken,Miltenberg,Landkreis,Bürgstadt,63927,Lidl
Unterfranken,Miltenberg,Landkreis,Bürgstadt,63927,Netto
Unterfranken,Miltenberg,Landkreis,Bürgstadt,63927,Norma
Unterfranken,Miltenberg,Landkreis,Bürgstadt,63927,Penny
Unterfranken,Miltenberg,Landkreis,Bürgstadt,63927,Rewe
Unterfranken,Miltenberg,Landkreis,Collenberg,97903,LHG Eibelstadt
Unterfranken,Miltenberg,Landkreis,Collenberg,97903,Netto
Unterfranken,Miltenberg,Landkreis,Dorfprozelten,97904,LHG Eibelstadt
Unterfranken,Miltenberg,Landkreis,Elsenfeld,63820,Aldi
Unterfranken,Miltenberg,Landkreis,Elsenfeld,63820,Edeka
Unterfranken,Miltenberg,Landkreis,Elsenfeld,63820,Edeka
Unterfranken,Miltenberg,Landkreis,Elsenfeld,63820,Lidl
Unterfranken,Miltenberg,Landkreis,Erlenbach,63906,Netto
Unterfranken,Miltenberg,Landkreis,Erlenbach,63906,Norma
Unterfranken,Miltenberg,Landkreis,Erlenbach,63906,Rewe
Unterfranken,Miltenberg,Landkreis,Eschau,63863,LHG Eibelstadt
Unterfranken,Miltenberg,Landkreis,Eschau,63863,Norma
Unterfranken,Miltenberg,Landkreis,Eschau,63863,Rewe
Unterfranken,Miltenberg,Landkreis,Faulbach,97906,Edeka
Unterfranken,Miltenberg,Landkreis,Großheubach,63920,Netto
Unterfranken,Miltenberg,Landkreis,Großwallstadt,63868,Netto
Unterfranken,Miltenberg,Landkreis,Kleinheubach,63924,Aldi
Unterfranken,Miltenberg,Landkreis,Kleinheubach,63924,Monolith
Unterfranken,Miltenberg,Landkreis,Kleinheubach,63924,Penny
Unterfranken,Miltenberg,Landkreis,Kleinheubach,63924,Rewe
Unterfranken,Miltenberg,Landkreis,Kleinwallstadt,63839,Netto
Unterfranken,Miltenberg,Landkreis,Klingenberg,63911,Netto
Unterfranken,Miltenberg,Landkreis,Leidersbach,63849,Netto
Unterfranken,Miltenberg,Landkreis,Leidersbach,63849,Rewe
Unterfranken,Miltenberg,Landkreis,Miltenberg,63897,Aldi
Unterfranken,Miltenberg,Landkreis,Miltenberg,63897,Dennree
Unterfranken,Miltenberg,Landkreis,Miltenberg,63897,Edeka
Unterfranken,Miltenberg,Landkreis,Miltenberg,63897,Rewe
Unterfranken,Miltenberg,Landkreis,Mömlingen,63853,Netto
Unterfranken,Miltenberg,Landkreis,Mömlingen,63853,Norma
Unterfranken,Miltenberg,Landkreis,Mönchberg,63933,Edeka
Unterfranken,Miltenberg,Landkreis,Niedernberg,63843,Norma
Unterfranken,Miltenberg,Landkreis,Niedernberg,63843,Rewe
Unterfranken,Miltenberg,Landkreis,Obernburg,63785,Aldi
Unterfranken,Miltenberg,Landkreis,Obernburg,63785,Edeka
Unterfranken,Miltenberg,Landkreis,Obernburg,63785,Lidl
Unterfranken,Miltenberg,Landkreis,Obernburg,63785,Netto
Unterfranken,Miltenberg,Landkreis,Obernburg,63785,Rewe
Unterfranken,Miltenberg,Landkreis,Schneeberg,63936,LHG Eibelstadt
Unterfranken,Miltenberg,Landkreis,Stadtprozelten,97909,Norma
Unterfranken,Miltenberg,Landkreis,Stadtprozelten,97909,Penny
Unterfranken,Miltenberg,Landkreis,Sulzbach,63834,Aldi
Unterfranken,Miltenberg,Landkreis,Sulzbach,63834,Lidl
Unterfranken,Miltenberg,Landkreis,Sulzbach,63834,Netto
Unterfranken,Miltenberg,Landkreis,Sulzbach,63834,Rewe
Unterfranken,Miltenberg,Landkreis,Wörth,63939,Aldi
Unterfranken,Miltenberg,Landkreis,Wörth,63939,Edeka
Unterfranken,Miltenberg,Landkreis,Wörth,63939,Lidl
Unterfranken,Miltenberg,Landkreis,Wörth,63939,Norma
Unterfranken,Main-Spessart,Landkreis,Arnstein,97450,Edeka
Unterfranken,Main-Spessart,Landkreis,Arnstein,97450,Edeka
Unterfranken,Main-Spessart,Landkreis,Arnstein,97450,LHG Eibelstadt
Unterfranken,Main-Spessart,Landkreis,Arnstein,97450,Netto
Unterfranken,Main-Spessart,Landkreis,Arnstein,97450,Rewe
Unterfranken,Main-Spessart,Landkreis,Birkenfeld,97834,LHG Eibelstadt
Unterfranken,Main-Spessart,Landkreis,Burgsinn,97775,Edeka
Unterfranken,Main-Spessart,Landkreis,Burgsinn,97775,LHG Eibelstadt
Unterfranken,Main-Spessart,Landkreis,Burgsinn,97775,Penny
Unterfranken,Main-Spessart,Landkreis,Burgsinn,97775,Tegut
Unterfranken,Main-Spessart,Landkreis,Erlenbach,97837,Aldi
Unterfranken,Main-Spessart,Landkreis,Erlenbach,97837,LHG Eibelstadt
Unterfranken,Main-Spessart,Landkreis,Erlenbach,97837,Netto
Unterfranken,Main-Spessart,Landkreis,Esselbach,97839,Edeka
Unterfranken,Main-Spessart,Landkreis,Esselbach,97839,LHG Eibelstadt
Unterfranken,Main-Spessart,Landkreis,Eußenheim,97776,Edeka
