govDistrict,admDistrict,districtType,town,population,supermarket,store
Unterfranken,Haßberge,Landkreis,Sand a. Main,3107,2,1
Unterfranken,Haßberge,Landkreis,Stettfeld,1163,0,2
Unterfranken,Haßberge,Landkreis,Theres,2670,1,2
Unterfranken,Haßberge,Landkreis,Untermerzbach,1715,1,1
Unterfranken,Haßberge,Landkreis,Wonfurt,1876,0,0
Unterfranken,Haßberge,Landkreis,Zeil a. Main,5560,3,4
Unterfranken,Kitzingen,Landkreis,Abtswind,820,0,0
Unterfranken,Kitzingen,Landkreis,Albertshofen,2010,1,4
Unterfranken,Kitzingen,Landkreis,Biebelried,1210,0,1
Unterfranken,Kitzingen,Landkreis,Buchbrunn,1044,0,0
Unterfranken,Kitzingen,Landkreis,Castell,819,1,2
Unterfranken,Kitzingen,Landkreis,Dettelbach,6911,3,9
Unterfranken,Kitzingen,Landkreis,Geiselwind,2386,1,2
Unterfranken,Kitzingen,Landkreis,Großlangheim,1598,0,0
Unterfranken,Kitzingen,Landkreis,Iphofen,4420,3,3
Unterfranken,Kitzingen,Landkreis,Kitzingen,20499,12,11
Unterfranken,Kitzingen,Landkreis,Kleinlangheim,1663,0,2
Unterfranken,Kitzingen,Landkreis,Mainbernheim,2240,1,1
Unterfranken,Kitzingen,Landkreis,Mainstockheim,1937,0,0
Unterfranken,Kitzingen,Landkreis,Markt Einersheim,1169,1,3
Unterfranken,Kitzingen,Landkreis,Marktbreit,3599,1,2
Unterfranken,Kitzingen,Landkreis,Marktsteft,1828,1,2
Unterfranken,Kitzingen,Landkreis,Martinsheim,1005,0,1
Unterfranken,Kitzingen,Landkreis,Nordheim a. Main,1015,1,0
Unterfranken,Kitzingen,Landkreis,Obernbreit,1711,1,4
Unterfranken,Kitzingen,Landkreis,Prichsenstadt,3149,0,5
Unterfranken,Kitzingen,Landkreis,Rödelsee,1693,1,0
Unterfranken,Kitzingen,Landkreis,Rüdenhausen,810,0,0
Unterfranken,Kitzingen,Landkreis,Schwarzach a. Main,3670,2,2
Unterfranken,Kitzingen,Landkreis,Segnitz,850,0,2
Unterfranken,Kitzingen,Landkreis,Seinsheim,1039,0,1
Unterfranken,Kitzingen,Landkreis,Sommerach,1414,0,3
Unterfranken,Kitzingen,Landkreis,Sulzfeld a. Main,1251,0,0
Unterfranken,Kitzingen,Landkreis,Volkach,9070,7,8
Unterfranken,Kitzingen,Landkreis,Wiesenbronn,964,1,0
Unterfranken,Kitzingen,Landkreis,Wiesentheid,4783,4,5
Unterfranken,Kitzingen,Landkreis,Willanzheim,1564,0,4
Unterfranken,Main-Spessart,Landkreis,Arnstein,8010,5,5
Unterfranken,Main-Spessart,Landkreis,Aura i. Sinngrund,1005,0,1
Unterfranken,Main-Spessart,Landkreis,Birkenfeld,2158,1,3
Unterfranken,Main-Spessart,Landkreis,Bischbrunn,1803,0,0
Unterfranken,Main-Spessart,Landkreis,Burgsinn,2512,4,4
Unterfranken,Main-Spessart,Landkreis,Erlenbach b. Marktheidenfeld,2392,3,1
Unterfranken,Main-Spessart,Landkreis,Esselbach,1998,2,5
Unterfranken,Main-Spessart,Landkreis,Eußenheim,3191,1,4
Unterfranken,Main-Spessart,Landkreis,Fellen,858,1,3
Unterfranken,Main-Spessart,Landkreis,Frammersbach,4425,3,5
Unterfranken,Main-Spessart,Landkreis,Gemünden a. Main,10518,7,8
Unterfranken,Main-Spessart,Landkreis,Gössenheim,1200,0,1
Unterfranken,Main-Spessart,Landkreis,Gräfendorf,1328,0,1
Unterfranken,Main-Spessart,Landkreis,Hafenlohr,1860,0,1
Unterfranken,Main-Spessart,Landkreis,Hasloch,1390,0,0
Unterfranken,Main-Spessart,Landkreis,Himmelstadt,1681,0,0
Unterfranken,Main-Spessart,Landkreis,Karbach,1406,0,1
Unterfranken,Main-Spessart,Landkreis,Karlstadt,14760,9,14
Unterfranken,Main-Spessart,Landkreis,Karsbach,1752,0,1
Unterfranken,Main-Spessart,Landkreis,Kreuzwertheim,3683,2,5
Unterfranken,Main-Spessart,Landkreis,Lohr a. Main,15515,8,11
Unterfranken,Main-Spessart,Landkreis,Marktheidenfeld,10803,8,9
Unterfranken,Main-Spessart,Landkreis,Mittelsinn,840,0,3
Unterfranken,Main-Spessart,Landkreis,Neuendorf,827,0,0
Unterfranken,Main-Spessart,Landkreis,Neuhütten,1188,1,2
Unterfranken,Main-Spessart,Landkreis,Neustadt a. Main,1255,0,0
Unterfranken,Main-Spessart,Landkreis,Obersinn,985,1,2
Unterfranken,Main-Spessart,Landkreis,Partenstein,2805,2,3
Unterfranken,Main-Spessart,Landkreis,Rechtenbach,992,1,1
Unterfranken,Main-Spessart,Landkreis,Retzstadt,1535,1,4
Unterfranken,Main-Spessart,Landkreis,Rieneck,2017,0,5
Unterfranken,Main-Spessart,Landkreis,Roden,1023,0,0
Unterfranken,Main-Spessart,Landkreis,Rothenfels,977,0,0
Unterfranken,Main-Spessart,Landkreis,Schollbrunn,931,1,0
Unterfranken,Main-Spessart,Landkreis,Steinfeld,2214,0,6
Unterfranken,Main-Spessart,Landkreis,Thüngen,1322,1,3
Unterfranken,Main-Spessart,Landkreis,Triefenstein,4291,1,3
Unterfranken,Main-Spessart,Landkreis,Urspringen,1367,1,3
Unterfranken,Main-Spessart,Landkreis,Wiesthal,1384,0,3
Unterfranken,Main-Spessart,Landkreis,Zellingen,6361,6,7
Unterfranken,Miltenberg,Landkreis,Altenbuch,1261,0,4
Unterfranken,Miltenberg,Landkreis,Amorbach,3877,2,4
Unterfranken,Miltenberg,Landkreis,Bürgstadt,4193,5,2
Unterfranken,Miltenberg,Landkreis,Collenberg,2475,2,1
Unterfranken,Miltenberg,Landkreis,Dorfprozelten,1759,1,2
Unterfranken,Miltenberg,Landkreis,Eichenbühl,2570,0,0
Unterfranken,Miltenberg,Landkreis,Elsenfeld,8829,4,5
Unterfranken,Miltenberg,Landkreis,Erlenbach a. Main,9957,4,7
Unterfranken,Miltenberg,Landkreis,Eschau,3830,2,6
Unterfranken,Miltenberg,Landkreis,Faulbach,2669,1,5
Unterfranken,Miltenberg,Landkreis,Großheubach,5042,1,4
Unterfranken,Miltenberg,Landkreis,Großwallstadt,4114,1,3
Unterfranken,Miltenberg,Landkreis,Hausen,2031,0,1
Unterfranken,Miltenberg,Landkreis,Kirchzell,2273,0,4
Unterfranken,Miltenberg,Landkreis,Kleinheubach,3579,4,1
Unterfranken,Miltenberg,Landkreis,Kleinwallstadt,5740,1,5
Unterfranken,Miltenberg,Landkreis,Klingenberg a. Main,6123,1,2
Unterfranken,Miltenberg,Landkreis,Laudenbach,1386,0,2
Unterfranken,Miltenberg,Landkreis,Leidersbach,4743,2,6
Unterfranken,Miltenberg,Landkreis,Miltenberg,9280,5,9
Unterfranken,Miltenberg,Landkreis,Mömlingen,4933,2,2
Unterfranken,Miltenberg,Landkreis,Mönchberg,2547,1,3
Unterfranken,Miltenberg,Landkreis,Neunkirchen,1475,0,1
Unterfranken,Miltenberg,Landkreis,Niedernberg,4898,2,2
Unterfranken,Miltenberg,Landkreis,Obernburg a. Main,8384,5,5
Unterfranken,Miltenberg,Landkreis,Röllbach,1698,0,1
Unterfranken,Miltenberg,Landkreis,Rüdenau,787,0,2
Unterfranken,Miltenberg,Landkreis,Schneeberg,1803,1,1
Unterfranken,Miltenberg,Landkreis,Stadtprozelten,1546,2,2
Unterfranken,Miltenberg,Landkreis,Sulzbach a. Main,6927,5,4
Unterfranken,Miltenberg,Landkreis,Weilbach,2200,0,0
Unterfranken,Miltenberg,Landkreis,Wörth a. Main,4799,4,3
Unterfranken,Rhön-Grabfeld,Landkreis,Aubstadt,719,0,0
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Königshofen i. Grabfeld,6925,6,0
Unterfranken,Rhön-Grabfeld,Landkreis,Bad Neustadt a. d. Saale,15488,10,11
Unterfranken,Rhön-Grabfeld,Landkreis,Bastheim,2488,1,2
Unterfranken,Rhön-Grabfeld,Landkreis,Bischofsheim a. d. Rhön,4718,3,9
Unterfranken,Rhön-Grabfeld,Landkreis,Burglauer,1643,1,1
Unterfranken,Rhön-Grabfeld,Landkreis,Fladungen,2135,1,3
Unterfranken,Rhön-Grabfeld,Landkreis,Großbardorf,914,0,1
Unterfranken,Rhön-Grabfeld,Landkreis,Großeibstadt,1133,0,3
Unterfranken,Rhön-Grabfeld,Landkreis,Hausen,2031,0,1
Unterfranken,Rhön-Grabfeld,Landkreis,Hendungen,943,0,2
Unterfranken,Rhön-Grabfeld,Landkreis,Herbstadt,627,0,0
Unterfranken,Rhön-Grabfeld,Landkreis,Heustreu,1220,0,1
Unterfranken,Rhön-Grabfeld,Landkreis,Höchheim,1146,0,2
Unterfranken,Rhön-Grabfeld,Landkreis,Hohenroth,3519,1,1
Unterfranken,Rhön-Grabfeld,Landkreis,Hollstadt,1573,1,1
Unterfranken,Rhön-Grabfeld,Landkreis,Mellrichstadt,5758,5,4
Unterfranken,Rhön-Grabfeld,Landkreis,Niederlauer,1732,0,1
Unterfranken,Rhön-Grabfeld,Landkreis,Nordheim v. d. Rhön,1081,1,0
Unterfranken,Rhön-Grabfeld,Landkreis,Oberelsbach,2726,2,7
Unterfranken,Rhön-Grabfeld,Landkreis,Oberstreu,1574,0,1
Unterfranken,Rhön-Grabfeld,Landkreis,Ostheim v. d. Rhön,3472,2,0
Unterfranken,Rhön-Grabfeld,Landkreis,Rödelmaier,937,0,2
Unterfranken,Rhön-Grabfeld,Landkreis,Saal a. d. Saale,1474,2,3
Unterfranken,Rhön-Grabfeld,Landkreis,Salz,2391,1,1
Unterfranken,Rhön-Grabfeld,Landkreis,Sandberg,2577,2,4
Unterfranken,Rhön-Grabfeld,Landkreis,Schönau a. d. Brend,1280,1,0
Unterfranken,Rhön-Grabfeld,Landkreis,Sondheim v. d. Rhön,971,1,2
Unterfranken,Rhön-Grabfeld,Landkreis,Stockheim,5046,0,2
Unterfranken,Rhön-Grabfeld,Landkreis,Strahlungen,922,0,2
Unterfranken,Rhön-Grabfeld,Landkreis,Sulzdorf a. d. Lederhecke,1123,0,3
Unterfranken,Rhön-Grabfeld,Landkreis,Sulzfeld,1706,1,0
Unterfranken,Rhön-Grabfeld,Landkreis,Trappstadt,999,1,1
Unterfranken,Rhön-Grabfeld,Landkreis,Unsleben,893,1,1
Unterfranken,Rhön-Grabfeld,Landkreis,Willmars,646,1,1
Unterfranken,Rhön-Grabfeld,Landkreis,Wollbach,1295,1,0
Unterfranken,Rhön-Grabfeld,Landkreis,Wülfershausen a. d. Saale,1462,1,2
Unterfranken,Schweinfurt,Landkreis,Bergrheinfeld,5137,2,5
Unterfranken,Schweinfurt,Landkreis,Dingolshausen,1266,0,1
Unterfranken,Schweinfurt,Landkreis,Dittelbrunn,7146,2,4
Unterfranken,Schweinfurt,Landkreis,Donnersdorf,1998,1,3
Unterfranken,Schweinfurt,Landkreis,Euerbach,2961,2,1
Unterfranken,Schweinfurt,Landkreis,Frankenwinheim,986,1,3
Unterfranken,Schweinfurt,Landkreis,Geldersheim,2482,0,4
Unterfranken,Schweinfurt,Landkreis,Gerolzhofen,6537,6,5
Unterfranken,Schweinfurt,Landkreis,Gochsheim,6129,3,0
Unterfranken,Schweinfurt,Landkreis,Grafenrheinfeld,3416,2,3
Unterfranken,Schweinfurt,Landkreis,Grettstadt,4133,2,2
Unterfranken,Schweinfurt,Landkreis,Kolitzheim,5345,2,6
Unterfranken,Schweinfurt,Landkreis,Lülsfeld,808,0,0
Unterfranken,Schweinfurt,Landkreis,Michelau i. Steigerwald,1112,0,0
Unterfranken,Schweinfurt,Landkreis,Niederwerrn,7767,2,5
Unterfranken,Schweinfurt,Landkreis,Oberschwarzach,1403,1,2
Unterfranken,Schweinfurt,Landkreis,Poppenhausen,4018,1,4
Unterfranken,Schweinfurt,Landkreis,Röthlein,4728,2,3
Unterfranken,Schweinfurt,Landkreis,Schonungen,7752,3,4
Unterfranken,Schweinfurt,Landkreis,Schwanfeld,1870,1,2
Unterfranken,Schweinfurt,Landkreis,Schwebheim,4131,2,1
Unterfranken,Schweinfurt,Landkreis,Sennfeld,4029,4,2
Unterfranken,Schweinfurt,Landkreis,Stadtlauringen,4181,3,9
Unterfranken,Schweinfurt,Landkreis,Sulzheim,1978,0,2
Unterfranken,Schweinfurt,Landkreis,Üchtelhausen,3793,1,1
Unterfranken,Schweinfurt,Landkreis,Waigolshausen,2781,1,4
Unterfranken,Schweinfurt,Landkreis,Wasserlosen,3354,1,5
Unterfranken,Schweinfurt,Landkreis,Werneck,10321,7,8
Unterfranken,Schweinfurt,Landkreis,Wipfeld,1107,0,2
Unterfranken,Schweinfurt,Stadt,Schweinfurt,52950,31,18
Unterfranken,Würzburg,Landkreis,Altertheim,2034,0,1
Unterfranken,Würzburg,Landkreis,Aub,1537,1,2
Unterfranken,Würzburg,Landkreis,Bergtheim,3417,2,4
Unterfranken,Würzburg,Landkreis,Bieberehren,902,0,1
Unterfranken,Würzburg,Landkreis,Bütthard,1272,0,2
Unterfranken,Würzburg,Landkreis,Eibelstadt,2815,2,1
Unterfranken,Würzburg,Landkreis,Eisenheim,1346,0,0
Unterfranken,Würzburg,Landkreis,Eisingen,3601,2,3
Unterfranken,Würzburg,Landkreis,Erlabrunn,1704,0,4
Unterfranken,Würzburg,Landkreis,Estenfeld,4841,2,2
Unterfranken,Würzburg,Landkreis,Frickenhausen a. Main,1226,0,2
Unterfranken,Würzburg,Landkreis,Gaukönigshofen,2468,1,2
Unterfranken,Würzburg,Landkreis,Gelchsheim,822,1,1
Unterfranken,Würzburg,Landkreis,Gerbrunn,6465,4,0
Unterfranken,Würzburg,Landkreis,Geroldshausen,1331,1,3
Unterfranken,Würzburg,Landkreis,Giebelstadt,5082,3,5
Unterfranken,Würzburg,Landkreis,Greußenheim,1578,1,0
Unterfranken,Würzburg,Landkreis,Güntersleben,4411,1,2
Unterfranken,Würzburg,Landkreis,Hausen b. Würzburg,2383,1,1
Unterfranken,Würzburg,Landkreis,Helmstadt,2566,2,3
Unterfranken,Würzburg,Landkreis,Hettstadt,3623,1,2
Unterfranken,Würzburg,Landkreis,Höchberg,9494,5,3
Unterfranken,Würzburg,Landkreis,Holzkirchen,15733,0,2
Unterfranken,Würzburg,Landkreis,Kirchheim,2175,2,1
Unterfranken,Würzburg,Landkreis,Kist,2423,1,3
Unterfranken,Würzburg,Landkreis,Kleinrinderfeld,2094,1,4
Unterfranken,Würzburg,Landkreis,Kürnach,4602,3,3
Unterfranken,Würzburg,Landkreis,Leinach,3112,1,4
Unterfranken,Würzburg,Landkreis,Margetshöchheim,3155,1,2
Unterfranken,Würzburg,Landkreis,Neubrunn,2165,1,2
Unterfranken,Würzburg,Landkreis,Oberpleichfeld,1099,0,2
Unterfranken,Würzburg,Landkreis,Ochsenfurt,11180,7,6
Unterfranken,Würzburg,Landkreis,Prosselsheim,1170,0,1
Unterfranken,Würzburg,Landkreis,Randersacker,3454,1,0
Unterfranken,Würzburg,Landkreis,Reichenberg,3943,1,4
Unterfranken,Würzburg,Landkreis,Remlingen,1491,1,0
Unterfranken,Würzburg,Landkreis,Riedenheim,737,0,2
Unterfranken,Würzburg,Landkreis,Rimpar,7756,4,2
Unterfranken,Würzburg,Landkreis,Rottendorf,5216,2,4
Unterfranken,Würzburg,Landkreis,Röttingen,1648,1,6
Unterfranken,Würzburg,Landkreis,Sommerhausen,1676,1,0
Unterfranken,Würzburg,Landkreis,Sonderhofen,835,0,3
Unterfranken,Würzburg,Landkreis,Tauberrettersheim,861,0,1
Unterfranken,Würzburg,Landkreis,Theilheim,2340,0,1
Unterfranken,Würzburg,Landkreis,Thüngersheim,2683,1,3
Unterfranken,Würzburg,Landkreis,Uettingen,1911,2,2
Unterfranken,Würzburg,Landkreis,Unterpleichfeld,2853,1,3
Unterfranken,Würzburg,Landkreis,Veitshöchheim,9893,6,2
Unterfranken,Würzburg,Landkreis,Waldbrunn,2602,1,1
Unterfranken,Würzburg,Landkreis,Waldbüttelbrunn,5040,1,2
Unterfranken,Würzburg,Landkreis,Winterhausen,1438,0,1
Unterfranken,Würzburg,Landkreis,Zell a. Main,4258,0,0
Unterfranken,Würzburg,Stadt,Würzburg,126823,49,36
